profile,snr_db,policy_action,gate_reason,stage,search_mode,count,bler,avg_queries,avg_elapsed_ms,fallback_rate
A,6.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,122,1.0,0.0,1.1410882665974196,0.0
A,6.0,expanded_ai_search,ai_success,ai,expanded_overflow,42,0.0238095238095238,6.761904761904762,78.43230568271663,0.0
A,6.0,postsearch_fallback,postsearch_exhausted,fallback,standard,7,0.0,696.2857142857143,38.3051658448364,1.0
A,6.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,7,1.0,4899.0,136.96766082596565,1.0
A,6.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,5,1.0,3606.6,66.02599620819092,1.0
C,-4.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1200,1.0,0.0,2.029975500578681,0.0
C,-2.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1200,1.0,0.0,2.2366562097643814,0.0
C,0.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1187,1.0,0.0,2.3277931128375124,0.0
C,0.0,expanded_ai_search,ai_success,ai,expanded_overflow,10,0.2,63.7,82.96275869943202,0.0
C,0.0,ai_search,ai_success,ai,standard,3,0.3333333333333333,19.0,10.49144061592718,0.0
C,2.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,779,1.0,0.0,1.366741354523444,0.0
C,2.0,ai_search,ai_success,ai,standard,186,0.075268817204301,11.43010752688172,12.141254590323536,0.0
C,2.0,expanded_ai_search,ai_success,ai,expanded_overflow,168,0.1309523809523809,72.31547619047619,80.34840668274444,0.0
C,2.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,40,1.0,4899.0,143.7439524452202,1.0
C,2.0,postsearch_fallback,postsearch_exhausted,fallback,standard,10,0.0,1284.1,46.15367508959025,1.0
C,2.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,9,1.0,3307.333333333333,63.18997894413769,1.0
C,2.0,hard_decision,hard_decision,hard_decision,hard_decision,4,0.0,0.0,0.0119071919471024,0.0
C,2.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,4,0.0,3485.5,126.83025852311404,1.0
C,4.0,ai_search,ai_success,ai,standard,706,0.0127478753541076,2.5155807365439093,3.7266281087125614,0.0
C,4.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,217,1.0,0.0,1.353494239292936,0.0
C,4.0,expanded_ai_search,ai_success,ai,expanded_overflow,120,0.0583333333333333,49.2,88.8968097337056,0.0
C,4.0,hard_decision,hard_decision,hard_decision,hard_decision,102,0.0,0.0,0.0094652025248197,0.0
C,4.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,24,1.0,4899.0,137.87519574786225,1.0
C,4.0,postsearch_fallback,postsearch_exhausted,fallback,standard,19,0.0,674.2105263157895,37.8568201987563,1.0
C,4.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,10,1.0,3338.7,63.006762391887605,1.0
C,4.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,2,0.0,2574.5,140.046251937747,1.0
C,6.0,ai_search,ai_success,ai,standard,559,0.0,1.8336314847942756,4.915482272962125,0.0
C,6.0,hard_decision,hard_decision,hard_decision,hard_decision,496,0.0,0.0,0.0089704647712829,0.0
C,6.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,91,1.0,0.0,1.4510427673275654,0.0
C,6.0,expanded_ai_search,ai_success,ai,expanded_overflow,36,0.0,12.5,79.6751916447344,0.0
C,6.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,9,1.0,4899.0,143.39467562321158,1.0
C,6.0,postsearch_fallback,postsearch_exhausted,fallback,standard,6,0.0,313.1666666666667,34.57204031292349,1.0
C,6.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,2,1.0,3699.0,69.16820793412626,1.0
C,6.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,1,0.0,3358.0,129.16401005350053,1.0
E,-4.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1200,1.0,0.0,2.364189163975728,0.0
E,-2.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1200,1.0,0.0,2.3340305579282963,0.0
E,0.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,1174,1.0,0.0,2.154457149233866,0.0
E,0.0,expanded_ai_search,ai_success,ai,expanded_overflow,16,0.5625,62.6875,77.11906003532931,0.0
E,0.0,ai_search,ai_success,ai,standard,8,0.125,17.125,6.825867109000683,0.0
E,0.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,1,0.0,2893.0,136.1369958613068,1.0
E,0.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,1,1.0,4899.0,151.4071268029511,1.0
E,2.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,600,1.0,0.0,2.861596796816836,0.0
E,2.0,ai_search,ai_success,ai,standard,302,0.0496688741721854,11.334437086092716,5.8819455918023325,0.0
E,2.0,expanded_ai_search,ai_success,ai,expanded_overflow,241,0.0912863070539419,85.93360995850622,74.77673619436834,0.0
E,2.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,30,1.0,4899.0,136.05780211122087,1.0
E,2.0,postsearch_fallback,postsearch_exhausted,fallback,standard,9,0.0,764.1111111111111,38.17847601345016,1.0
E,2.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,7,0.0,3580.428571428572,126.74481534798232,1.0
E,2.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,7,1.0,3516.428571428572,65.46419828997126,1.0
E,2.0,hard_decision,hard_decision,hard_decision,hard_decision,4,0.0,0.0,0.0093174749054014,0.0
E,4.0,ai_search,ai_success,ai,standard,872,0.0114678899082568,2.083715596330275,2.849048351198264,0.0
E,4.0,hard_decision,hard_decision,hard_decision,hard_decision,164,0.0,0.0,0.0089417515527002,0.0
E,4.0,expanded_ai_search,ai_success,ai,expanded_overflow,81,0.037037037037037,12.703703703703704,76.14673076795391,0.0
E,4.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,27,1.0,0.0,1.157397326702873,0.0
E,4.0,postsearch_fallback,postsearch_exhausted,fallback,standard,21,0.0,721.7142857142857,37.4593292362988,1.0
E,4.0,postsearch_fallback,postsearch_exhausted,fallback_fail,expanded_overflow,18,1.0,4899.0,135.47056787906007,1.0
E,4.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,16,1.0,3660.5625,67.31820794811938,1.0
E,4.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,1,0.0,2633.0,114.9092938285321,1.0
E,6.0,hard_decision,hard_decision,hard_decision,hard_decision,720,0.0,0.0,0.0083134781258801,0.0
E,6.0,ai_search,ai_success,ai,standard,467,0.0042826552462526,1.1627408993576016,1.4770797890565124,0.0
E,6.0,postsearch_fallback,postsearch_exhausted,fallback,standard,4,0.0,700.5,37.8668075427413,1.0
E,6.0,presearch_skip_hopeless,presearch_skip_hopeless,skip_hopeless,skip_hopeless,4,1.0,0.0,1.0681187850423155,0.0
E,6.0,expanded_ai_search,ai_success,ai,expanded_overflow,3,0.0,7.666666666666667,71.98899922271569,0.0
E,6.0,postsearch_fallback,postsearch_exhausted,fallback,expanded_overflow,1,0.0,2932.0,119.83740306459369,1.0
E,6.0,postsearch_fallback,postsearch_exhausted,fallback_fail,standard,1,1.0,3699.0,69.60389018058777,1.0
